name,owner,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,url,description
TrafficMonitor,zhongyang219,40589,2946,63,26,0,C++,1884,713,37.84501061571125,https://github.com/zhongyang219/TrafficMonitor,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。
fastlane,fastlane,40430,3916,6234,552,0,Ruby,13188,12501,94.79071883530482,https://github.com/fastlane/fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps
cli,cli,40393,2151,2605,175,0,Go,5145,4309,83.75121477162294,https://github.com/cli/cli,GitHub’s official command line tool
fanqiang,bannedbook,40304,3874,3,3,0,Kotlin,796,467,58.66834170854271,https://github.com/bannedbook/fanqiang,翻墙-科学上网
mitmproxy,mitmproxy,40257,5667,2632,76,0,Python,3561,3228,90.64869418702611,https://github.com/mitmproxy/mitmproxy,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.
Summer2026-Internships,SimplifyJobs,40192,1917,1673,0,0,Unknown,3700,3698,99.94594594594595,https://github.com/SimplifyJobs/Summer2026-Internships,Collection of Summer 2026 tech internships!
pure-bash-bible,dylanaraps,40007,2628,28,0,0,Shell,77,33,42.857142857142854,https://github.com/dylanaraps/pure-bash-bible,📖 A collection of pure bash alternatives to external processes.
GitHubDaily,GitHubDaily,39970,2428,3,0,0,Unknown,577,176,30.502599653379548,https://github.com/GitHubDaily/GitHubDaily,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub."
tabler,tabler,39963,2760,722,51,0,HTML,1091,1004,92.02566452795601,https://github.com/tabler/tabler,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap
cheat.sh,chubin,39932,3029,129,0,0,Python,258,133,51.55038759689923,https://github.com/chubin/cheat.sh,the only cheat sheet you need
WeChatMsg,LC044,39917,955,62,0,0,Unknown,0,0,0,https://github.com/LC044/WeChatMsg,
DeepSpeed,deepspeedai,39841,2038,2747,98,0,Python,3176,2083,65.58564231738035,https://github.com/deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective."
penpot,penpot,39808,3524,4520,59,0,Clojure,1920,1429,74.42708333333333,https://github.com/penpot/penpot,Penpot: The open-source design tool for design and code collaboration
AI-For-Beginners,microsoft,39752,1634,177,0,0,Jupyter Notebook,133,107,80.45112781954887,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!"
zod,colinhacks,39637,1994,841,180,0,TypeScript,2709,2520,93.02325581395348,https://github.com/colinhacks/zod,TypeScript-first schema validation with static type inference
gradio,gradio-app,39603,2439,4752,1000,0,Python,5932,5502,92.75118004045852,https://github.com/gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!"
50projects50days,bradtraversy,39602,1741,44,0,0,CSS,0,0,0,https://github.com/bradtraversy/50projects50days,"50+ mini web projects using HTML, CSS & JS"
chakra-ui,chakra-ui,39579,2198,2811,1000,0,TypeScript,4149,4149,100.0,https://github.com/chakra-ui/chakra-ui,Chakra UI is a component system for building SaaS products with speed ⚡️
helix,helix-editor,39565,1909,4249,30,0,Rust,5385,4544,84.38254410399257,https://github.com/helix-editor/helix,A post-modern modal text editor.
awesome-remote-job,lukasz-madon,39525,3886,592,0,0,Unknown,80,75,93.75,https://github.com/lukasz-madon/awesome-remote-job,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python
ai-hedge-fund,virattt,39509,267,33,0,0,Python,217,198,91.24423963133641,https://github.com/virattt/ai-hedge-fund,An AI Hedge Fund Team
slidev,slidevjs,39496,1582,711,394,0,TypeScript,1214,1073,88.38550247116969,https://github.com/slidevjs/slidev,Presentation Slides for Developers
bert,google-research,39443,2493,32,0,0,Python,1145,355,31.004366812227076,https://github.com/google-research/bert,TensorFlow code and pre-trained models for BERT
wrk,wg,39411,4904,0,0,0,C,406,262,64.5320197044335,https://github.com/wg/wrk,Modern HTTP benchmarking tool
php-src,php,39393,5182,4260,23,0,C,4332,3503,80.86334256694367,https://github.com/php/php-src,The PHP Interpreter
zju-icicles,QSCTech,39383,3343,224,0,0,HTML,78,69,88.46153846153845,https://github.com/QSCTech/zju-icicles,浙江大学课程攻略共享计划
MoneyPrinterTurbo,harry0703,39373,530,136,9,0,Python,573,393,68.58638743455498,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
legado,gedoor,39357,2285,1134,115,0,Kotlin,2971,2927,98.5190171659374,https://github.com/gedoor/legado,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。"
fd,sharkdp,39271,3027,651,40,0,Rust,917,787,85.82333696837514,https://github.com/sharkdp/fd,"A simple, fast and user-friendly alternative to 'find'"
esbuild,evanw,39253,3357,246,301,0,Go,3762,3247,86.31047315257841,https://github.com/evanw/esbuild,An extremely fast bundler for the web
winutil,ChrisTitusTech,39251,1213,846,22,0,PowerShell,1903,1707,89.70047293746715,https://github.com/ChrisTitusTech/winutil,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates"
Deep-Learning-Papers-Reading-Roadmap,floodsung,39231,3235,28,0,0,Python,57,5,8.771929824561402,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!
upscayl,upscayl,39217,1119,100,29,0,TypeScript,952,893,93.80252100840336,https://github.com/upscayl/upscayl,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows."
English-level-up-tips,byoungd,39173,3007,26,0,0,HTML,101,72,71.28712871287128,https://github.com/byoungd/English-level-up-tips,An advanced guide to learn English which might benefit you a lot 🎉 .  离谱的英语学习指南/英语学习教程。
video.js,videojs,39063,5579,1801,332,0,JavaScript,5385,4807,89.26648096564531,https://github.com/videojs/video.js,Video.js - open source HTML5 video player
FastChat,lm-sys,39017,888,849,14,0,Python,1900,1066,56.10526315789473,https://github.com/lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena."
materialize,Dogfalo,38963,3997,449,41,0,JavaScript,5222,4599,88.06970509383379,https://github.com/Dogfalo/materialize,"Materialize, a CSS Framework based on Material Design"
tidb,pingcap,38915,3639,33109,210,0,Go,21300,17255,81.0093896713615,https://github.com/pingcap/tidb,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications."
pandoc,jgm,38895,5634,1684,147,0,Haskell,7988,7018,87.85678517776665,https://github.com/jgm/pandoc,Universal markup converter
vim,vim,38814,3657,440,0,0,Vim Script,8924,7413,83.0681308830121,https://github.com/vim/vim,The official Vim repository
gorm,go-gorm,38738,4320,753,5,0,Go,6004,5548,92.40506329113924,https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly"
mem0,mem0ai,38642,795,1673,265,0,Python,1094,747,68.28153564899452,https://github.com/mem0ai/mem0,Universal memory layer for AI Agents; Announcing OpenMemory MCP - local and secure memory management.
tmux,tmux,38640,3733,1,37,0,C,3719,3662,98.46732992739985,https://github.com/tmux/tmux,tmux source code
curl,curl,38624,5636,198,91,0,C,5156,5147,99.8254460822343,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features"
remote-jobs,remoteintech,38613,3602,1283,0,0,JavaScript,190,168,88.42105263157895,https://github.com/remoteintech/remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.
ray,ray-project,38602,3223,27168,108,0,Python,20933,18225,87.06348827210626,https://github.com/ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.
chatgpt-on-wechat,zhayujie,38574,1112,261,63,0,Python,1999,1699,84.99249624812406,https://github.com/zhayujie/chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择ChatGPT/Claude/DeepSeek/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
aria2,aria2,38531,5383,253,24,0,C++,1891,824,43.57482813326282,https://github.com/aria2/aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink."
styleguide,google,38436,3747,194,0,0,HTML,355,239,67.32394366197182,https://github.com/google/styleguide,Style guides for Google-originated open-source projects
RSSHub,DIYgod,38419,2700,11065,0,0,TypeScript,6095,5742,94.20836751435603,https://github.com/DIYgod/RSSHub,🧡 Everything is RSSible
bark,suno-ai,38401,868,19,0,0,Jupyter Notebook,469,239,50.95948827292111,https://github.com/suno-ai/bark,🔊 Text-Prompted Generative Audio Model
daisyui,saadeghi,38398,1728,426,100,0,Svelte,1973,1927,97.66852508869741,https://github.com/saadeghi/daisyui,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library"
quivr,QuivrHQ,38326,833,1819,354,0,Python,1535,1533,99.86970684039088,https://github.com/QuivrHQ/quivr,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
trpc,trpc,38292,1862,3711,218,0,TypeScript,1283,1139,88.7763055339049,https://github.com/trpc/trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. 
phaser,phaserjs,38292,4516,1729,172,0,JavaScript,4553,4474,98.26488029870416,https://github.com/phaserjs/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering."
plane,makeplane,38271,1008,5599,48,0,TypeScript,1316,870,66.10942249240122,https://github.com/makeplane/plane,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet."
Files,files-community,38248,2422,5337,123,0,C#,10606,10108,95.3045445973977,https://github.com/files-community/Files,A modern file manager that helps users organize their files and folders.
photoprism,photoprism,38176,2765,812,78,0,Go,2382,1957,82.15785054575987,https://github.com/photoprism/photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨
logseq,logseq,38135,1918,3066,150,0,Clojure,7919,6697,84.56875868165173,https://github.com/logseq/logseq,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap"
MPAndroidChart,PhilJay,38093,4138,191,44,0,Java,4964,2899,58.40048348106366,https://github.com/PhilJay/MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations."
free,freefq,38083,1903,0,0,0,Unknown,749,216,28.83845126835781,https://github.com/freefq/free,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子
impress.js,impress,38048,4986,120,15,0,JavaScript,483,431,89.23395445134575,https://github.com/impress/impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.
leveldb,google,38030,4013,64,21,0,C++,777,537,69.1119691119691,https://github.com/google/leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
shellcheck,koalaman,37967,4662,306,30,0,Haskell,2849,1718,60.3018603018603,https://github.com/koalaman/shellcheck,"ShellCheck, a static analysis tool for shell scripts"
preact,preactjs,37897,3634,1921,231,0,JavaScript,1893,1838,97.094558901215,https://github.com/preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.
appsmith,appsmithorg,37764,1880,13948,290,0,TypeScript,23572,19229,81.57559816731715,https://github.com/appsmithorg/appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API."
ccxt,ccxt,37727,3023,13372,173,0,Python,10920,10097,92.46336996336997,https://github.com/ccxt/ccxt,A JavaScript / TypeScript / Python / C# / PHP / Go cryptocurrency trading API with support for more than 100 bitcoin/altcoin exchanges
cal.com,calcom,37695,1615,10534,511,0,TypeScript,8103,6958,85.86943107491052,https://github.com/calcom/cal.com,Scheduling infrastructure for absolutely everyone.
Awesome-Design-Tools,goabstract,37641,2384,283,0,0,JavaScript,45,25,55.55555555555556,https://github.com/goabstract/Awesome-Design-Tools,The best design tools and plugins for everything 👉
novu,novuhq,37640,1458,6013,50,0,TypeScript,1620,1398,86.29629629629629,https://github.com/novuhq/novu,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations."
ChatTTS,2noise,37607,452,214,6,0,Python,656,587,89.48170731707317,https://github.com/2noise/ChatTTS,A generative speech model for daily dialogue.
python-cheatsheet,gto76,37591,2767,14,0,0,Python,65,60,92.3076923076923,https://github.com/gto76/python-cheatsheet,Comprehensive Python Cheatsheet
system-design,karanpratapsingh,37561,1103,11,0,0,Unknown,22,21,95.45454545454545,https://github.com/karanpratapsingh/system-design,Learn how to design systems at scale and prepare for system design interviews
freecodecamp.cn,FreeCodeCampChina,37460,3249,55,0,0,CSS,586,445,75.93856655290102,https://github.com/FreeCodeCampChina/freecodecamp.cn,FCC China open source codebase and curriculum. Learn to code and help nonprofits.
Open-Assistant,LAION-AI,37455,984,1614,127,0,Python,1645,1417,86.13981762917933,https://github.com/LAION-AI/Open-Assistant,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so."
Free-Certifications,cloudcommunity,37448,1849,114,0,0,Unknown,106,69,65.09433962264151,https://github.com/cloudcommunity/Free-Certifications,A curated list of free courses with certifications. Also available at https://free-certifications.com/
fiber,gofiber,37444,2046,1809,127,0,Go,1570,1492,95.03184713375796,https://github.com/gofiber/fiber,⚡️ Express inspired web framework written in Go
ant-design-pro,ant-design,37433,2920,1008,26,0,TypeScript,9754,9601,98.43141275374205,https://github.com/ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!
jan,menloresearch,37370,737,2679,87,0,TypeScript,2852,2723,95.47685834502104,https://github.com/menloresearch/jan,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer
data-engineer-handbook,DataExpert-io,37244,642,171,0,0,Jupyter Notebook,77,64,83.11688311688312,https://github.com/DataExpert-io/data-engineer-handbook,This is a repo with links to everything you'd ever want to learn about data engineering
tutorials,eugenp,37237,4498,13370,0,0,Java,789,772,97.84537389100126,https://github.com/eugenp/tutorials,Getting Started with Spring Boot 3: 
lapce,lapce,37200,2755,1171,32,0,Rust,1977,1177,59.53464845725848,https://github.com/lapce/lapce,Lightning-fast and Powerful Code Editor written in Rust
istio,istio,37180,3199,28442,393,0,Go,21159,20696,97.81180585093814,https://github.com/istio/istio,"Connect, secure, control, and observe services."
devdocs,freeCodeCamp,37116,4320,926,0,0,Ruby,1230,1039,84.47154471544715,https://github.com/freeCodeCamp/devdocs,API Documentation Browser
full-stack-fastapi-template,fastapi,37085,2373,411,10,0,TypeScript,430,260,60.46511627906976,https://github.com/fastapi/full-stack-fastapi-template,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more."
payload,payloadcms,37078,1690,5827,522,0,TypeScript,3746,3363,89.77576081153231,https://github.com/payloadcms/payload,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications."
tesseract.js,naptha,37058,3713,195,56,0,JavaScript,726,695,95.73002754820936,https://github.com/naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥
windows,dockur,37041,587,411,104,0,Shell,836,738,88.27751196172248,https://github.com/dockur/windows,Windows inside a Docker container.
GFPGAN,TencentARC,37010,1618,14,8,0,Python,499,134,26.853707414829657,https://github.com/TencentARC/GFPGAN,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.
aspnetcore,dotnet,37000,4183,17777,258,0,C#,37612,34090,90.63596724449644,https://github.com/dotnet/aspnetcore,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux."
insomnia,Kong,36978,3409,3354,525,0,TypeScript,3877,3196,82.43487232396183,https://github.com/Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage."
interview_internal_reference,0voice,36976,2266,35,0,2,Python,49,19,38.775510204081634,https://github.com/0voice/interview_internal_reference,2023年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。
docs,inkonchain,36930,473,393,0,0,MDX,33,13,39.39393939393939,https://github.com/inkonchain/docs,Ink Documentation
wtfjs,denysdovhan,36924,2962,125,25,0,JavaScript,117,95,81.19658119658119,https://github.com/denysdovhan/wtfjs,🤪 A list of funny and tricky JavaScript examples
aider,Aider-AI,36897,836,263,93,0,Python,3694,2693,72.9020032485111,https://github.com/Aider-AI/aider,aider is AI pair programming in your terminal
node,inkonchain,36893,466,35,6,0,Shell,24,13,54.166666666666664,https://github.com/inkonchain/node,How to run an Ink Node
taro,NervJS,36840,2694,3392,200,0,TypeScript,12558,11029,87.82449434623348,https://github.com/NervJS/taro,开放式跨端跨框架解决方案，支持使用 React/Vue 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/
googletest,google,36835,3679,813,11,0,C++,2323,1979,85.19156263452432,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework
ink-kit,inkonchain,36799,292,90,0,0,TypeScript,4,3,75.0,https://github.com/inkonchain/ink-kit,"Onchain-focused SDK with ready-to-use templates, themes, and magical animated components ✨"
siyuan,siyuan-note,36777,1819,483,812,0,TypeScript,14929,14525,97.293857592605,https://github.com/siyuan-note/siyuan,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
milvus,milvus-io,36754,2168,22791,129,0,Go,14054,13473,95.86594563825246,https://github.com/milvus-io/milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
faiss,facebookresearch,36740,3119,137,20,0,C++,2674,2442,91.3238593866866,https://github.com/facebookresearch/faiss,A library for efficient similarity search and clustering of dense vectors.
deeplearningbook-chinese,exacity,36684,3181,16,7,0,TeX,203,139,68.4729064039409,https://github.com/exacity/deeplearningbook-chinese,Deep Learning Book Chinese Translation
interview,huihut,36657,2752,35,0,0,C++,66,65,98.48484848484848,https://github.com/huihut/interview,"📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。This repository is a summary of the basic knowledge of recruiting job seekers and beginners in the direction of C/C++ technology, including language, program library, data structure, algorithm, system, network, link loading library, interview experience, recruitment, recommendation, etc."
halo,halo-dev,36650,2712,2615,226,0,Java,4323,4028,93.176035160768,https://github.com/halo-dev/halo,强大易用的开源建站工具。
v,vlang,36646,2388,12271,274,0,V,9688,8598,88.74896779521056,https://github.com/vlang/v,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io"
arthas,alibaba,36638,2550,540,59,0,Java,2094,1722,82.23495702005731,https://github.com/alibaba/arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas
docling,docling-project,36609,410,522,118,0,Python,1107,623,56.278229448961156,https://github.com/docling-project/docling,Get your documents ready for gen AI
JavaFamily,AobingJava,36603,2111,2,0,0,Unknown,65,60,92.3076923076923,https://github.com/AobingJava/JavaFamily,【Java面试+Java学习指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。
wtfpython,satwikkansal,36579,2916,113,2,0,Python,222,157,70.72072072072072,https://github.com/satwikkansal/wtfpython,What the f*ck Python? 😱
MockingBird,babysor,36567,1477,80,1,0,Python,888,412,46.3963963963964,https://github.com/babysor/MockingBird,🚀AI拟声: 5秒内克隆您的声音并生成任意语音内容 Clone a voice in 5 seconds to generate arbitrary speech in real-time
cli,httpie,36415,4928,406,47,0,Python,902,722,80.04434589800444,https://github.com/httpie/cli,"🥧 HTTPie CLI  — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more."
gym,openai,36407,3405,998,19,0,Python,1838,1726,93.90642002176278,https://github.com/openai/gym,A toolkit for developing and comparing reinforcement learning algorithms.
bruno,usebruno,36365,1060,1267,140,0,JavaScript,3053,1851,60.62888961677039,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia)
ToolJet,ToolJet,36363,1607,6676,322,0,JavaScript,5002,4369,87.34506197520992,https://github.com/ToolJet/ToolJet,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀"
chatbox,chatboxai,36332,901,71,47,0,TypeScript,2275,1450,63.73626373626373,https://github.com/chatboxai/chatbox,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
HEU_KMS_Activator,zbezj,36324,2253,0,48,0,Unknown,182,28,15.384615384615385,https://github.com/zbezj/HEU_KMS_Activator,
Umi-OCR,hiroi-sora,36236,1244,56,31,0,Python,782,512,65.47314578005115,https://github.com/hiroi-sora/Umi-OCR,"OCR software, free and offline. 开源、免费的离线OCR软件。支持截屏/批量导入图片，PDF文档识别，排除水印/页眉页脚，扫描/生成二维码。内置多国语言库。"
google-research,google-research,36222,2514,29,0,0,Jupyter Notebook,1403,343,24.44761225944405,https://github.com/google-research/google-research,Google Research
metasploit-framework,rapid7,36209,5107,11346,0,0,Ruby,6280,5843,93.04140127388536,https://github.com/rapid7/metasploit-framework,Metasploit Framework
og-aws,open-guides,36199,3327,498,0,0,Shell,227,87,38.32599118942731,https://github.com/open-guides/og-aws,📙 Amazon Web Services — a practical guide
nushell,nushell,36160,2297,7902,111,0,Rust,6635,5156,77.70911831198191,https://github.com/nushell/nushell,A new type of shell
MediaCrawler,NanmiCoder,36136,806,101,0,0,Python,491,392,79.83706720977597,https://github.com/NanmiCoder/MediaCrawler,小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫  | 知乎问答文章｜评论爬虫
manifesto,opentofu,36085,741,765,0,0,HTML,26,14,53.84615384615385,https://github.com/opentofu/manifesto,The OpenTF Manifesto expresses concern over HashiCorp's switch of the Terraform license from open-source to the Business Source License (BSL) and calls for the tool's return to a truly open-source license.
date-fns,date-fns,36054,3974,1068,122,0,TypeScript,1997,1367,68.45267901852779,https://github.com/date-fns/date-fns,⏳ Modern JavaScript date utility library ⌛️
shadowsocks-android,shadowsocks,36028,4633,256,185,0,Kotlin,2505,2457,98.08383233532935,https://github.com/shadowsocks/shadowsocks-android,A shadowsocks client for Android
crewAI,crewAIInc,36026,666,937,99,0,Python,1488,1439,96.70698924731182,https://github.com/crewAIInc/crewAI,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks."
codex,openai,36023,132,941,86,0,Rust,970,663,68.35051546391753,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal
compose,docker,36016,4275,3541,263,0,Go,8118,8038,99.01453559990145,https://github.com/docker/compose,Define and run multi-container applications with Docker
lerna,lerna,36008,3550,997,244,1,TypeScript,2675,2277,85.1214953271028,https://github.com/lerna/lerna,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository."
Langchain-Chatchat,chatchat-space,35941,876,615,31,0,TypeScript,4186,4079,97.44386048733875,https://github.com/chatchat-space/Langchain-Chatchat,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
DragGAN,XingangPan,35913,828,18,0,0,Python,191,46,24.083769633507853,https://github.com/XingangPan/DragGAN,Official Code for DragGAN (SIGGRAPH 2023)
sheetjs,SheetJS,35876,4645,106,0,0,Unknown,2386,2267,95.01257334450965,https://github.com/SheetJS/sheetjs,📗 SheetJS Spreadsheet Data Toolkit -- New home https://git.sheetjs.com/SheetJS/sheetjs
955.WLB,formulahendry,35849,2340,18,0,0,Unknown,263,82,31.1787072243346,https://github.com/formulahendry/955.WLB,955 不加班的公司名单 - 工作 955，work–life balance (工作与生活的平衡)
cobalt,imputnet,35793,1141,243,0,0,Svelte,939,776,82.64110756123536,https://github.com/imputnet/cobalt,best way to save what you love
hello-algorithm,geekxh,35754,1912,26,0,0,Java,44,33,75.0,https://github.com/geekxh/hello-algorithm,🌍 针对小白的算法训练 | 包括四部分：①.大厂面经 ②.力扣图解  ③.千本开源电子书 ④.百张技术思维导图（项目花了上百小时，希望可以点 star 支持，🌹感谢~）推荐免费ChatGPT使用网站
typeorm,typeorm,35699,3463,2176,38,0,TypeScript,8402,6058,72.10188050464174,https://github.com/typeorm/typeorm,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms."
carbon,carbon-app,35640,2990,668,215,0,JavaScript,686,627,91.399416909621,https://github.com/carbon-app/carbon,:black_heart: Create and share beautiful images of your source code
puter,HeyPuter,35628,538,593,8,0,JavaScript,696,520,74.71264367816092,https://github.com/HeyPuter/puter,"🌐 The Internet OS! Free, Open-Source, and Self-Hostable."
koa,koajs,35601,4416,522,9,0,JavaScript,926,909,98.16414686825054,https://github.com/koajs/koa,Expressive middleware for node.js using ES2017 async functions
HanLP,hankcs,35539,3971,79,62,0,Python,1429,1421,99.44016794961512,https://github.com/hankcs/HanLP,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
fullPage.js,alvarotrigo,35464,4355,320,105,0,JavaScript,4131,3999,96.80464778503995,https://github.com/alvarotrigo/fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple
lottie-android,airbnb,35454,3242,713,59,0,Java,1778,1744,98.08773903262093,https://github.com/airbnb/lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native"
engineering-blogs,kilimchoi,35438,3723,681,0,0,Ruby,97,74,76.28865979381443,https://github.com/kilimchoi/engineering-blogs,A curated list of engineering blogs
desktop,zen-browser,35418,513,481,115,0,C++,6923,6540,94.46771630795898,https://github.com/zen-browser/desktop,Welcome to a calmer internet
REKCARC-TSC-UHT,PKUanonym,35414,2332,171,0,0,HTML,32,30,93.75,https://github.com/PKUanonym/REKCARC-TSC-UHT,"清华大学计算机系课程攻略 Guidance for courses in Department of Computer Science and Technology, Tsinghua University"
marked,markedjs,35390,5144,1554,156,0,TypeScript,1604,1592,99.25187032418953,https://github.com/markedjs/marked,A markdown parser and compiler. Built for speed.
